,json_file,title,date,url,source,feature,edge_label,event_summary,evidence_quote,quote_similarity,quote_best_match,judge_verdict,judge_reasoning,new_subject,new_predicate,new_object,new_triplet
74,llm_response_0674_Bangladesh_Sangbad_Sangstha_BSS_20230304.json,Promoting blast-resistant variety to boost wheat production stressed | Agriculture News,2023-03-04,https://www.bssnews.net/agriculture-news/113729,Bangladesh Sangbad Sangstha (BSS),imports,drives imports,wheat shortfall increases imports,"Around 1,250 lakh tonnes of wheat is produced in Bangladesh while the rest needs to be imported to meet the demand.",1.0,"Around 1,250 lakh tonnes of wheat is produced in Bangladesh while the rest needs to be imported to meet the demand.",CONFIRMED,"The article contains the quoted line exactly and explicitly states that the remainder beyond domestic production ""needs to be imported to meet the demand,"" which directly links a national production shortfall to increased imports at the country level.",Wheat shortfall,drives imports,Wheat imports,(Wheat shortfall) ── drives imports ──> (Wheat imports)
75,llm_response_0685_Bangladesh_Sangbad_Sangstha_BSS_20230121.json,DCCI President urges all to work together in facing changing economic reality | Business,2023-01-21,https://www.bssnews.net/business/106417,Bangladesh Sangbad Sangstha (BSS),imports,facilitates imports,LC margin reduction request,they have already requested the concerned authorities to reduce the LC margin for ensuring smooth import of essential items ahead of the Holy Month of Ramadan.,1.0,they have already requested the concerned authorities to reduce the LC margin for ensuring smooth import of essential items ahead of the Holy Month of Ramadan.,CONFIRMED,"The article contains the quoted sentence nearly verbatim; it explicitly says reducing the LC margin is requested 'for ensuring smooth import of essential items,' which expresses a causal intent; and the context refers to national-level imports ahead of Ramadan, matching the implied scope.",LC margin reduction request,facilitates imports,Import of essential items,(LC margin reduction request) ── facilitates imports ──> (Import of essential items)
76,llm_response_0694_Bangladesh_Sangbad_Sangstha_BSS_20230605.json,Electricity supply will be normal within 2 weeks: Nasrul Hamid | News Flash,2023-06-05,https://www.bssnews.net/news-flash/129302,Bangladesh Sangbad Sangstha (BSS),currency_log_return,hampers fuel imports,dollar exchange rise,"the exchange rate of the dollar rose unabatedly. This has affected the import of fuel such as gas, coal and furnace oil for power generation",0.996,"the exchange rate of the dollar rose unabatedly. This has affected the import of fuel such as gas, coal and furnace oil for power generation,",CONFIRMED,"The article contains the quoted sentence nearly verbatim and explicitly states that the dollar's exchange-rate rise ""has affected the import of fuel such as gas, coal and furnace oil for power generation,"" attributing a causal effect at the country level.",Dollar Exchange Rate,hampers fuel imports,Furnace Oil Imports,(Dollar Exchange Rate) ── hampers fuel imports ──> (Furnace Oil Imports)
77,llm_response_0721_La_Prensa_Latina_Media_20230131.json,IMF approves $4.7 billion loan package for Bangladesh,2023-01-31,https://www.laprensalatina.com/imf-approves-4-7-billion-loan-package-for-bangladesh/,La Prensa Latina Media,currency_log_return,leads to depreciation,Ukraine war interruption,"It has led to a sharp widening of Bangladesh's current account deficit, depreciation of the taka, and a decline in foreign exchange reserves.",1.0,"It has led to a sharp widening of Bangladesh's current account deficit, depreciation of the taka, and a decline in foreign exchange reserves.",CONFIRMED,"The article explicitly states ‘‘It has led to ... depreciation of the taka’’ immediately after noting the interruption caused by Russia's war in Ukraine, directly asserting a causal link at the country (taka) level, which matches the feature's scope.",Ukraine War Interruption,leads to depreciation,Bangladeshi Taka,(Ukraine War Interruption) ── leads to depreciation ──> (Bangladeshi Taka)
78,llm_response_0753_Bangladesh_Sangbad_Sangstha_BSS_20230607.json,FBCCI president urges govt to extend support to import-substitute industries | Business,2023-06-07,https://www.bssnews.net/business/129745,Bangladesh Sangbad Sangstha (BSS),currency_log_return,aims to reduce dollar stress,cutting imports measure,"So, the Bangladesh Bank's move only to cut imports is not a solution to reduce stress on the dollar,",0.99,"""So, the Bangladesh Bank's move only to cut imports is not a solution to reduce stress on the dollar,""",CONFIRMED,"The exact sentence appears in the article: 'So, the Bangladesh Bank's move only to cut imports is not a solution to reduce stress on the dollar,' which explicitly links the import-cutting measure to an intended effect on 'stress on the dollar' (exchange-rate pressure). The discussion concerns the national currency/dollar exchange rate, so the scope matches.",Bangladesh Bank Import Cuts,aims to reduce dollar stress,Stress on the Dollar,(Bangladesh Bank Import Cuts) ── aims to reduce dollar stress ──> (Stress on the Dollar)
79,llm_response_0753_Bangladesh_Sangbad_Sangstha_BSS_20230607.json,FBCCI president urges govt to extend support to import-substitute industries | Business,2023-06-07,https://www.bssnews.net/business/129745,Bangladesh Sangbad Sangstha (BSS),imports,lessens import pressure,support import-substitution,extend policy support towards import-substitute industries in the country to lessen import pressure on foreign exchange.,1.0,extend policy support towards import-substitute industries in the country to lessen import pressure on foreign exchange.,CONFIRMED,"The article directly quotes the FBCCI president urging policy support 'towards import-substitute industries in the country to lessen import pressure on foreign exchange,' which explicitly asserts a causal link (support → lessen import pressure) at the national/import-aggregate level.",Policy Support,lessens import pressure,Import Pressure on Foreign Exchange,(Policy Support) ── lessens import pressure ──> (Import Pressure on Foreign Exchange)
80,llm_response_0755_Bangladesh_Sangbad_Sangstha_BSS_20230321.json,Essential Commodities now available at stable price in Khulna | District,2023-03-21,https://www.bssnews.net/district/116749,Bangladesh Sangbad Sangstha (BSS),imports,enables imports arrivals,Opened LCs bring imports,essential products against LCs opened recently have already come to the market,0.987,"essential products against LCs opened recently have already come to the market,""",CONFIRMED,"The article contains the quoted line ('essential products against LCs opened recently have already come to the market') and elsewhere discusses easing LCs to increase imports; it explicitly links opening LCs to imported goods arriving in the (Khulna) market, and the scope (market/local imports) matches the claim.",Opened LCs,enables imports arrivals,Essential Products,(Opened LCs) ── enables imports arrivals ──> (Essential Products)
81,llm_response_0755_Bangladesh_Sangbad_Sangstha_BSS_20230321.json,Essential Commodities now available at stable price in Khulna | District,2023-03-21,https://www.bssnews.net/district/116749,Bangladesh Sangbad Sangstha (BSS),imports,increases imports,Government increases imports,The Government has taken necessary steps for increasing the imports of consumer goods,1.0,The Government has taken necessary steps for increasing the imports of consumer goods,CONFIRMED,"The article explicitly states ""The Government has taken necessary steps for increasing the imports of consumer goods,"" which asserts government actions aimed at increasing imports (a cause-effect claim), and this is discussed at the national/consumer-goods level matching the feature's scope.",Government,increases imports,Consumer Goods,(Government) ── increases imports ──> (Consumer Goods)
82,llm_response_0764_Bangladesh_Sangbad_Sangstha_BSS_20230618.json,BB announces 'contractionary' MPS with focus on taming inflation  | News Flash,2023-06-18,https://www.bssnews.net/news-flash/131924,Bangladesh Sangbad Sangstha (BSS),currency_log_return,promotes stability,adopt single exchange rate,"BB will no longer quote specific rates for buying or selling foreign exchanges, promoting stability in the foreign exchange market",0.996,"BB will no longer quote specific rates for buying or selling foreign exchanges, promoting stability in the foreign exchange market,",CONFIRMED,"The article contains the sentence 'BB will no longer quote specific rates for buying or selling foreign exchanges, promoting stability in the foreign exchange market,' explicitly linking the move to a unified/market-driven single exchange rate regime with promoting stability in the FX market, which directly pertains to USD/BDT exchange-rate stability (currency_log_return).",Bangladesh Bank,promotes stability,Foreign Exchange Market,(Bangladesh Bank) ── promotes stability ──> (Foreign Exchange Market)
83,llm_response_0784_Daily_Sun_20230115.json,BB unveils 'cautiously accommodative' MPS     | Daily Sun |,2023-01-15,https://www.daily-sun.com/post/668334/BB-unveils-%e2%80%98cautiously-accommodative%e2%80%99-MPS,Daily Sun,currency_log_return,contains exchange rate pressure,cautiously accommodative policy,pursue a cautiously accommodative policy stance to contain inflationary and exchange rate pressures,0.995,"pursue a cautiously accommodative policy stance to contain inflationary and exchange rate pressures,",CONFIRMED,"The article explicitly says BB's programs 'will pursue a cautiously accommodative policy stance to contain ... exchange rate pressures,' which states a clear cause-effect (policy -> containing exchange rate pressures) and refers to national-level (Bangladesh) exchange rate conditions.",Cautiously Accommodative Policy,contains exchange rate pressure,Exchange Rate Pressures,(Cautiously Accommodative Policy) ── contains exchange rate pressure ──> (Exchange Rate Pressures)
84,llm_response_0784_Daily_Sun_20230115.json,BB unveils 'cautiously accommodative' MPS     | Daily Sun |,2023-01-15,https://www.daily-sun.com/post/668334/BB-unveils-%e2%80%98cautiously-accommodative%e2%80%99-MPS,Daily Sun,currency_log_return,reduces exchange rate pressure,dissuade non-essential imports,promote import-substituting economic activities and dissuade imports of non-essential commodities to reduce the exchange rate pressure,0.996,"promote import-substituting economic activities and dissuade imports of non-essential commodities to reduce the exchange rate pressure,",CONFIRMED,"The article contains the sentence stating BB will 'promote import-substituting economic activities and dissuade imports of non-essential commodities to reduce the exchange rate pressure,' which explicitly expresses a causal/intentional link at the national (Bangladesh) level between discouraging non-essential imports and lowering exchange rate pressure.",Dissuading Non-Essential Imports,reduces exchange rate pressure,Exchange Rate Pressure,(Dissuading Non-Essential Imports) ── reduces exchange rate pressure ──> (Exchange Rate Pressure)
85,llm_response_0786_ANN_20230417.json,Where is Bangladesh in the global race towards renewable energy?,2023-04-17,https://asianews.network/where-is-bangladesh-in-the-global-race-towards-renewable-energy/,ANN,currency_log_return,illustrates exchange-rate risk,Taka depreciation risk,the depreciation of Taka against US dollar and price fluctuations in international energy market illustrate the risks of inflation and debt burden,1.0,the depreciation of Taka against US dollar and price fluctuations in international energy market illustrate the risks of inflation and debt burden,CONFIRMED,"The article contains the quoted sentence nearly verbatim stating that the depreciation of the Taka against the US dollar (and price fluctuations) 'illustrate the risks of inflation and debt burden,' which explicitly links the currency depreciation to exchange-rate/import-related risk at the national (Bangladesh) level.",Taka Depreciation,illustrates exchange-rate risk,Inflation and Debt Burden,(Taka Depreciation) ── illustrates exchange-rate risk ──> (Inflation and Debt Burden)
86,llm_response_0786_ANN_20230417.json,Where is Bangladesh in the global race towards renewable energy?,2023-04-17,https://asianews.network/where-is-bangladesh-in-the-global-race-towards-renewable-energy/,ANN,imports,prevents fuel purchases,unable to buy fuel,"we could not supply electricity, as we were unable to buy fuel at a high price",0.994,"we could not supply electricity, as we were unable to buy fuel at a high price.",CONFIRMED,"The article contains the quoted sentence verbatim and directly links Bangladesh's import-dependent energy mix and international price/depreciation shocks to being unable to buy fuel (causal statement). The discussion refers to the national energy sector, so the scope matches country-level imports.",High Fuel Prices,prevents fuel purchases,Electricity Supply,(High Fuel Prices) ── prevents fuel purchases ──> (Electricity Supply)
87,llm_response_0787_Irish_Sun_20230516.json,Bangladesh government should think twice before trading in Chinese currency: Report,2023-05-16,https://www.irishsun.com/news/273832902/bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report,Irish Sun,balance_of_trade,lowers exports,Switch to Yuan,Moving to the Yuan for international trade will hurt Bangladesh's remittances from abroad and lower export revenue as well,0.996,Moving to the Yuan for international trade will hurt Bangladesh's remittances from abroad and lower export revenue as well.,CONFIRMED,"The article contains the exact sentence asserting that moving to the Yuan 'will ... lower export revenue,' which explicitly claims a causal effect on Bangladesh's export revenue at the national level.",Switch to Yuan,lowers exports,Export Revenue,(Switch to Yuan) ── lowers exports ──> (Export Revenue)
88,llm_response_0787_Irish_Sun_20230516.json,Bangladesh government should think twice before trading in Chinese currency: Report,2023-05-16,https://www.irishsun.com/news/273832902/bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report,Irish Sun,currency_log_return,causes depreciation,Russia invaded Ukraine,"Taka, the Bangladeshi currency, has lost nearly 25 per cent of its value against the dollar since Russia invaded Ukraine earlier this year",0.996,"Taka, the Bangladeshi currency, has lost nearly 25 per cent of its value against the dollar since Russia invaded Ukraine earlier this year,",CONFIRMED,"The article contains the sentence 'Taka, the Bangladeshi currency, has lost nearly 25 per cent of its value against the dollar since Russia invaded Ukraine earlier this year, rocking global energy and commodities markets,' which explicitly links the invasion (and its market effects) to the taka's depreciation at the national level.",Russian invasion of Ukraine,causes depreciation,Bangladeshi Taka,(Russian invasion of Ukraine) ── causes depreciation ──> (Bangladeshi Taka)
89,llm_response_0787_Irish_Sun_20230516.json,Bangladesh government should think twice before trading in Chinese currency: Report,2023-05-16,https://www.irishsun.com/news/273832902/bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report,Irish Sun,imports,discourages imports,Foreign reserves fall,This has compelled the government to discourage unnecessary imports and cut spending,0.994,"This has compelled the government to discourage unnecessary imports and cut spending,",CONFIRMED,"The article contains the sentence ""This has compelled the government to discourage unnecessary imports and cut spending..."", explicitly linking the fall in reserves to a government policy to discourage imports, and the action is described at the national/government level.",Falling Foreign Reserves,discourages imports,Unnecessary Imports,(Falling Foreign Reserves) ── discourages imports ──> (Unnecessary Imports)
